N,P,K,temperature,humidity,ph,rainfall,soil_type,season,district,irrigation,label
90,41,38,21.21,46.54,6.58,209.51,Alluvial Soil,Rabi,Ahmedabad,Medium,Wheat
50,37,25,30.44,55.36,7.02,444.82,Alluvial Soil,Kharif,Mehsana,Low,Castor
37,58,35,21.4,41.42,6.75,203.78,Clay Soil,Rabi,Jamnagar,Low,Gram
36,21,24,30.45,50.78,6.76,394.62,Loamy Soil,Kharif,Kutch,Low,Sesame
90,40,45,26.59,69.38,5.32,999.57,Red Soil,Kharif,Ahmedabad,High,Maize
40,29,27,24.79,33.5,6.33,122.32,Sandy Soil,Rabi,Kutch,Low,Cumin
89,44,39,27.9,67.75,6.24,845.86,Alluvial Soil,Kharif,Anand,High,Maize
102,60,38,32.25,65.87,6.89,717.54,Alluvial Soil,Kharif,Surat,High,Cotton
40,37,28,30.74,73.65,6.13,670.91,Loamy Soil,Kharif,Rajkot,Medium,Groundnut
56,30,33,19.85,52.85,6.59,155.39,Loamy Soil,Rabi,Mehsana,Low,Mustard
30,19,26,29.22,49.54,6.39,447.7,Alluvial Soil,Kharif,Kutch,Low,Sesame
84,42,51,17.6,45.83,6.22,199.48,Loamy Soil,Rabi,Anand,Medium,Wheat
51,34,33,29.76,59.43,5.85,519.94,Loamy Soil,Kharif,Kutch,Low,Castor
37,40,34,29.99,74.31,6.96,623.97,Sandy Soil,Kharif,Amreli,Medium,Groundnut
101,47,36,27.56,68.39,7.09,847.52,Red Soil,Kharif,Mehsana,High,Maize
103,57,47,32.83,70.46,6.69,820.78,Black Soil,Kharif,Jamnagar,Medium,Cotton
36,38,30,27.68,73.17,6.63,608.59,Loamy Soil,Kharif,Rajkot,Medium,Groundnut
103,56,54,31.87,64.32,6.06,744.87,Alluvial Soil,Kharif,Vadodara,Medium,Cotton
44,44,29,30.72,53.28,7.01,373.78,Sandy Soil,Kharif,Banaskantha,Low,Castor
61,40,36,20.32,52.29,6.77,114.03,Loamy Soil,Rabi,Banaskantha,Low,Mustard
46,41,24,34.29,38.9,5.74,189.17,Sandy Soil,Kharif,Kutch,Low,Bajra
96,43,54,30.88,64.8,6.72,813.31,Black Soil,Kharif,Surat,Medium,Cotton
39,40,36,26.58,72.16,6.65,717.67,Black Soil,Kharif,Rajkot,Medium,Groundnut
30,36,18,23.56,29.84,6.94,109.26,Sandy Soil,Rabi,Rajkot,Low,Cumin
53,38,35,17.78,49.31,6.41,150.88,Loamy Soil,Rabi,Banaskantha,Low,Mustard
49,45,25,28.49,70.76,6.93,684.81,Black Soil,Kharif,Bhavnagar,Medium,Groundnut
46,47,29,29.78,69.1,6.45,698.35,Loamy Soil,Kharif,Rajkot,Medium,Groundnut
96,45,44,25.62,73.4,7.01,876.38,Loamy Soil,Kharif,Ahmedabad,High,Maize
30,44,38,23.54,41.87,6.2,189.22,Clay Soil,Rabi,Rajkot,Low,Gram
37,56,29,21.59,40.39,6.04,223.32,Loamy Soil,Rabi,Rajkot,Low,Gram
126,53,54,32.31,66.66,6.33,813.01,Alluvial Soil,Kharif,Surat,Medium,Cotton
66,40,33,20.37,57.28,6.22,162.51,Alluvial Soil,Rabi,Jamnagar,Low,Mustard
95,67,47,30.13,64.55,6.76,911.56,Alluvial Soil,Kharif,Bhavnagar,Medium,Cotton
58,35,39,19.24,51.81,6.43,164.4,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
67,44,29,18.84,50.36,6.79,216.0,Loamy Soil,Rabi,Banaskantha,Low,Mustard
54,41,40,17.51,47.43,6.15,192.1,Loamy Soil,Rabi,Kutch,Low,Mustard
90,50,41,28.63,67.98,5.61,904.83,Alluvial Soil,Kharif,Banaskantha,High,Maize
83,45,43,28.31,72.1,5.91,909.79,Red Soil,Kharif,Vadodara,High,Maize
89,46,46,16.09,43.53,6.2,181.28,Alluvial Soil,Rabi,Ahmedabad,Medium,Wheat
55,37,24,31.35,50.72,5.39,371.88,Loamy Soil,Kharif,Mehsana,Low,Castor
86,54,44,28.59,67.17,6.25,943.57,Loamy Soil,Kharif,Vadodara,High,Maize
101,47,43,33.58,69.79,6.38,803.07,Alluvial Soil,Kharif,Rajkot,High,Cotton
59,26,36,14.67,55.1,6.53,160.86,Sandy Soil,Rabi,Mehsana,Low,Mustard
60,31,39,19.58,55.39,6.18,174.78,Alluvial Soil,Rabi,Banaskantha,Low,Mustard
42,23,30,22.86,34.79,6.3,125.87,Sandy Soil,Rabi,Mehsana,Low,Cumin
103,58,30,34.78,64.53,7.05,730.67,Black Soil,Kharif,Vadodara,Medium,Cotton
79,50,41,26.33,64.47,6.24,825.97,Alluvial Soil,Kharif,Banaskantha,High,Maize
34,57,33,23.13,40.73,5.71,183.95,Clay Soil,Rabi,Jamnagar,Low,Gram
57,35,27,30.52,53.96,6.07,452.55,Loamy Soil,Kharif,Banaskantha,Low,Castor
99,57,45,32.36,66.07,6.17,866.14,Alluvial Soil,Kharif,Jamnagar,Medium,Cotton
37,47,32,26.86,75.73,6.53,752.44,Sandy Soil,Kharif,Junagadh,Medium,Groundnut
41,26,22,29.56,47.85,7.17,388.83,Alluvial Soil,Kharif,Amreli,Low,Sesame
49,36,22,30.12,59.78,6.42,474.73,Sandy Soil,Kharif,Mehsana,Low,Castor
101,68,49,30.66,64.68,5.61,794.63,Black Soil,Kharif,Jamnagar,High,Cotton
62,37,36,19.3,51.43,5.8,135.84,Loamy Soil,Rabi,Banaskantha,Low,Mustard
39,43,32,21.38,44.97,7.35,163.63,Loamy Soil,Rabi,Ahmedabad,Low,Gram
39,32,23,31.4,46.16,6.24,454.03,Alluvial Soil,Kharif,Kutch,Low,Sesame
35,40,25,22.85,34.73,5.85,138.96,Loamy Soil,Rabi,Rajkot,Low,Cumin
35,27,26,31.05,54.62,7.11,401.44,Sandy Soil,Kharif,Junagadh,Low,Sesame
34,56,37,20.16,41.19,6.31,154.14,Loamy Soil,Rabi,Ahmedabad,Low,Gram
31,53,39,24.8,41.18,6.32,197.01,Loamy Soil,Rabi,Jamnagar,Low,Gram
33,37,30,24.11,34.43,6.2,122.46,Sandy Soil,Rabi,Jamnagar,Low,Cumin
45,47,35,27.5,70.86,7.13,625.13,Loamy Soil,Kharif,Bhavnagar,Medium,Groundnut
83,55,42,28.57,68.03,6.1,956.59,Red Soil,Kharif,Vadodara,High,Maize
28,30,30,26.24,36.3,6.3,89.44,Alluvial Soil,Rabi,Jamnagar,Low,Cumin
112,54,43,34.07,65.39,7.09,804.5,Black Soil,Kharif,Amreli,Medium,Cotton
40,34,25,22.25,30.77,5.52,135.21,Alluvial Soil,Rabi,Jamnagar,Low,Cumin
34,40,30,28.1,75.48,5.83,634.01,Sandy Soil,Kharif,Amreli,Medium,Groundnut
90,50,44,27.24,73.32,6.18,912.44,Red Soil,Kharif,Vadodara,High,Maize
41,26,26,30.27,52.23,7.42,433.41,Sandy Soil,Kharif,Amreli,Low,Sesame
34,41,33,26.58,73.55,6.92,676.72,Black Soil,Kharif,Bhavnagar,Medium,Groundnut
48,28,34,32.94,38.85,5.54,315.13,Sandy Soil,Kharif,Jamnagar,Low,Bajra
65,35,40,17.63,51.46,6.95,179.3,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
95,43,45,18.62,47.53,5.92,173.65,Loamy Soil,Rabi,Rajkot,Medium,Wheat
59,35,30,31.46,41.67,6.79,260.43,Sandy Soil,Kharif,Banaskantha,Low,Bajra
54,35,31,18.87,53.6,6.68,156.77,Sandy Soil,Rabi,Mehsana,Low,Mustard
38,22,23,28.85,51.31,6.21,399.49,Loamy Soil,Kharif,Rajkot,Low,Sesame
29,45,41,20.85,44.15,6.26,193.61,Loamy Soil,Rabi,Junagadh,Low,Gram
40,29,25,22.4,35.83,6.73,94.43,Loamy Soil,Rabi,Jamnagar,Low,Cumin
51,33,37,30.82,58.09,7.09,456.51,Sandy Soil,Kharif,Kutch,Low,Castor
34,48,31,27.48,70.47,6.12,666.0,Black Soil,Kharif,Bhavnagar,Medium,Groundnut
40,46,28,27.49,71.99,7.3,545.96,Loamy Soil,Kharif,Bhavnagar,Medium,Groundnut
87,51,42,28.26,71.2,6.06,935.26,Red Soil,Kharif,Anand,High,Maize
36,43,38,26.47,43.86,5.48,164.33,Loamy Soil,Rabi,Junagadh,Low,Gram
33,33,27,28.85,49.72,6.83,410.16,Alluvial Soil,Kharif,Kutch,Low,Sesame
31,50,35,24.04,41.9,6.53,132.68,Clay Soil,Rabi,Junagadh,Low,Gram
83,51,47,28.49,68.53,6.43,960.32,Alluvial Soil,Kharif,Anand,High,Maize
86,50,44,26.18,69.29,6.91,918.49,Alluvial Soil,Kharif,Ahmedabad,High,Maize
81,43,46,20.32,45.25,6.19,144.9,Loamy Soil,Rabi,Rajkot,Medium,Wheat
92,50,41,26.09,67.78,5.7,839.2,Loamy Soil,Kharif,Anand,High,Maize
26,24,24,31.66,49.65,6.34,419.35,Sandy Soil,Kharif,Rajkot,Low,Sesame
38,31,31,30.97,54.58,6.26,489.43,Sandy Soil,Kharif,Banaskantha,Low,Castor
42,47,34,30.17,73.09,6.31,604.21,Loamy Soil,Kharif,Amreli,Medium,Groundnut
39,24,27,29.02,51.17,6.25,366.51,Sandy Soil,Kharif,Junagadh,Low,Sesame
91,56,50,31.79,61.94,6.55,695.69,Black Soil,Kharif,Surat,High,Cotton
61,38,30,19.36,48.52,5.27,120.97,Sandy Soil,Rabi,Mehsana,Low,Mustard
90,35,38,17.5,44.89,6.23,183.78,Clay Soil,Rabi,Banaskantha,Medium,Wheat
90,48,51,21.71,46.76,6.01,189.38,Alluvial Soil,Rabi,Mehsana,Medium,Wheat
52,30,34,34.99,39.75,6.39,314.54,Loamy Soil,Kharif,Ahmedabad,Low,Bajra
98,43,49,19.92,45.29,6.53,243.61,Alluvial Soil,Rabi,Banaskantha,Medium,Wheat
54,41,47,15.34,51.25,6.9,200.74,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
82,45,41,17.96,48.7,6.81,193.75,Loamy Soil,Rabi,Mehsana,Medium,Wheat
55,33,35,29.27,52.72,6.45,413.6,Sandy Soil,Kharif,Banaskantha,Low,Castor
96,42,58,31.92,62.5,6.71,877.81,Alluvial Soil,Kharif,Junagadh,High,Cotton
57,35,30,37.2,42.51,6.8,325.0,Loamy Soil,Kharif,Banaskantha,Low,Bajra
62,34,35,18.09,53.76,7.19,149.57,Sandy Soil,Rabi,Jamnagar,Low,Mustard
33,25,32,27.57,48.56,6.05,417.26,Sandy Soil,Kharif,Amreli,Low,Sesame
104,47,44,32.96,63.76,7.36,773.36,Black Soil,Kharif,Surat,High,Cotton
85,40,45,19.27,45.98,5.91,198.62,Loamy Soil,Rabi,Banaskantha,Medium,Wheat
88,41,36,20.56,47.07,6.59,169.97,Alluvial Soil,Rabi,Ahmedabad,Medium,Wheat
67,30,29,35.45,39.92,6.52,276.61,Loamy Soil,Kharif,Jamnagar,Low,Bajra
94,59,36,25.41,67.06,6.97,1009.28,Alluvial Soil,Kharif,Anand,High,Maize
42,33,23,29.86,49.46,7.24,384.99,Loamy Soil,Kharif,Amreli,Low,Sesame
61,36,28,33.04,40.07,7.17,255.27,Loamy Soil,Kharif,Banaskantha,Low,Bajra
38,47,33,27.53,71.4,5.94,699.39,Sandy Soil,Kharif,Jamnagar,Medium,Groundnut
106,51,42,33.18,67.4,6.04,890.36,Alluvial Soil,Kharif,Rajkot,High,Cotton
49,42,30,31.22,50.27,6.7,399.72,Loamy Soil,Kharif,Banaskantha,Low,Castor
82,46,46,26.91,76.33,6.07,784.56,Loamy Soil,Kharif,Mehsana,High,Maize
51,33,37,28.57,54.35,6.96,409.09,Alluvial Soil,Kharif,Kutch,Low,Castor
39,43,46,19.17,41.53,6.07,176.39,Loamy Soil,Rabi,Ahmedabad,Low,Gram
87,53,43,30.65,60.53,6.72,754.57,Alluvial Soil,Kharif,Surat,Medium,Cotton
34,30,26,21.15,35.54,6.86,121.8,Alluvial Soil,Rabi,Rajkot,Low,Cumin
33,33,27,32.93,48.96,6.85,424.43,Alluvial Soil,Kharif,Bhavnagar,Low,Sesame
36,52,31,21.23,39.41,6.88,208.56,Clay Soil,Rabi,Ahmedabad,Low,Gram
37,26,25,31.9,50.38,6.19,453.53,Alluvial Soil,Kharif,Kutch,Low,Sesame
23,42,39,27.37,71.27,6.36,593.96,Loamy Soil,Kharif,Jamnagar,Medium,Groundnut
97,42,45,19.23,49.49,7.1,196.34,Loamy Soil,Rabi,Ahmedabad,Medium,Wheat
69,52,47,20.41,44.81,6.87,209.17,Clay Soil,Rabi,Banaskantha,Medium,Wheat
35,26,34,23.41,32.67,6.37,143.95,Loamy Soil,Rabi,Mehsana,Low,Cumin
86,48,34,27.41,68.97,6.47,821.17,Loamy Soil,Kharif,Banaskantha,High,Maize
108,44,49,30.91,63.78,6.75,834.76,Black Soil,Kharif,Junagadh,High,Cotton
91,49,52,32.44,63.23,6.76,806.47,Black Soil,Kharif,Bhavnagar,High,Cotton
33,50,30,26.37,44.06,6.48,177.13,Black Soil,Rabi,Jamnagar,Low,Gram
60,39,35,19.0,54.51,6.36,144.61,Loamy Soil,Rabi,Mehsana,Low,Mustard
25,39,30,28.0,72.14,6.44,670.4,Loamy Soil,Kharif,Rajkot,Medium,Groundnut
105,49,42,31.99,65.46,7.96,787.72,Alluvial Soil,Kharif,Jamnagar,Medium,Cotton
35,44,38,19.49,43.48,6.24,165.13,Clay Soil,Rabi,Junagadh,Low,Gram
31,59,39,21.85,44.09,7.3,178.55,Clay Soil,Rabi,Vadodara,Low,Gram
106,44,52,30.66,62.49,5.77,766.57,Alluvial Soil,Kharif,Jamnagar,Medium,Cotton
60,32,31,33.35,40.08,5.86,265.62,Loamy Soil,Kharif,Mehsana,Low,Bajra
113,53,42,33.28,67.21,5.99,825.43,Black Soil,Kharif,Vadodara,Medium,Cotton
69,45,35,19.61,53.73,7.19,153.3,Alluvial Soil,Rabi,Kutch,Low,Mustard
37,58,36,22.25,41.07,6.49,133.24,Loamy Soil,Rabi,Vadodara,Low,Gram
38,44,38,20.6,42.34,7.06,152.37,Loamy Soil,Rabi,Ahmedabad,Low,Gram
55,25,35,16.47,50.43,6.59,173.94,Alluvial Soil,Rabi,Ahmedabad,Low,Mustard
107,47,47,28.0,61.59,6.37,716.81,Black Soil,Kharif,Amreli,Medium,Cotton
54,23,30,31.27,51.92,6.53,404.92,Loamy Soil,Kharif,Kutch,Low,Castor
73,40,45,19.63,48.44,6.72,211.29,Loamy Soil,Rabi,Rajkot,Medium,Wheat
40,31,28,21.05,36.87,6.92,120.77,Sandy Soil,Rabi,Banaskantha,Low,Cumin
40,28,25,30.36,48.48,6.22,453.13,Loamy Soil,Kharif,Amreli,Low,Sesame
42,32,33,19.65,45.82,6.49,154.95,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
97,53,45,29.94,70.31,6.55,895.41,Alluvial Soil,Kharif,Surat,Medium,Cotton
35,43,29,24.63,32.45,7.28,100.0,Loamy Soil,Rabi,Kutch,Low,Cumin
52,48,34,20.52,48.97,6.36,201.9,Loamy Soil,Rabi,Kutch,Low,Mustard
24,27,21,30.84,51.05,6.36,363.57,Alluvial Soil,Kharif,Bhavnagar,Low,Sesame
93,46,39,17.93,49.85,6.21,183.5,Loamy Soil,Rabi,Mehsana,Medium,Wheat
63,30,30,33.39,50.0,6.8,322.17,Loamy Soil,Kharif,Jamnagar,Low,Bajra
86,44,47,26.26,73.39,6.56,1008.91,Loamy Soil,Kharif,Ahmedabad,High,Maize
22,30,22,24.63,30.78,6.75,136.59,Sandy Soil,Rabi,Rajkot,Low,Cumin
94,51,43,30.5,66.03,5.86,772.36,Black Soil,Kharif,Junagadh,High,Cotton
90,60,51,31.26,68.34,6.25,747.87,Alluvial Soil,Kharif,Vadodara,High,Cotton
85,48,43,29.79,69.57,5.38,883.87,Red Soil,Kharif,Ahmedabad,High,Maize
59,45,34,33.25,42.32,5.71,276.93,Loamy Soil,Kharif,Ahmedabad,Low,Bajra
46,47,42,26.65,74.56,5.84,657.87,Black Soil,Kharif,Rajkot,Medium,Groundnut
52,35,42,34.06,37.15,5.92,327.19,Loamy Soil,Kharif,Banaskantha,Low,Bajra
59,38,29,32.05,47.62,6.26,357.08,Alluvial Soil,Kharif,Mehsana,Low,Castor
52,40,34,30.52,37.94,6.66,236.09,Sandy Soil,Kharif,Ahmedabad,Low,Bajra
65,33,37,34.2,37.96,6.11,229.29,Sandy Soil,Kharif,Kutch,Low,Bajra
32,29,23,28.93,50.54,7.14,393.69,Alluvial Soil,Kharif,Bhavnagar,Low,Sesame
46,35,26,29.04,54.06,6.52,565.94,Loamy Soil,Kharif,Kutch,Low,Castor
95,46,46,19.96,42.67,6.38,238.74,Loamy Soil,Rabi,Anand,Medium,Wheat
52,26,25,29.36,58.21,6.85,365.84,Loamy Soil,Kharif,Kutch,Low,Castor
29,34,29,29.53,54.32,6.44,397.02,Alluvial Soil,Kharif,Junagadh,Low,Sesame
35,34,26,21.29,33.78,7.18,123.12,Loamy Soil,Rabi,Jamnagar,Low,Cumin
40,24,28,30.94,46.93,7.48,384.75,Sandy Soil,Kharif,Kutch,Low,Sesame
49,51,26,30.01,73.46,6.58,730.74,Black Soil,Kharif,Rajkot,Medium,Groundnut
42,33,24,29.8,53.36,6.71,452.45,Alluvial Soil,Kharif,Anand,Low,Castor
75,54,40,26.68,64.4,5.88,929.24,Red Soil,Kharif,Banaskantha,High,Maize
77,54,42,26.61,68.41,7.0,1006.89,Red Soil,Kharif,Banaskantha,High,Maize
100,41,47,19.96,51.47,6.48,141.51,Loamy Soil,Rabi,Rajkot,Medium,Wheat
48,36,44,19.95,47.26,7.1,132.34,Alluvial Soil,Rabi,Ahmedabad,Low,Mustard
27,48,42,20.28,35.25,6.09,185.93,Black Soil,Rabi,Jamnagar,Low,Gram
64,34,47,19.93,52.36,6.37,187.33,Loamy Soil,Rabi,Jamnagar,Low,Mustard
75,38,39,18.88,44.16,5.53,162.15,Loamy Soil,Rabi,Mehsana,Medium,Wheat
50,42,31,32.31,38.83,5.95,307.69,Loamy Soil,Kharif,Jamnagar,Low,Bajra
49,38,35,33.38,40.41,6.36,362.86,Loamy Soil,Kharif,Banaskantha,Low,Bajra
59,37,21,35.81,42.67,6.32,192.74,Loamy Soil,Kharif,Jamnagar,Low,Bajra
35,29,31,21.58,36.85,7.04,124.22,Sandy Soil,Rabi,Rajkot,Low,Cumin
31,34,24,24.75,32.59,6.51,98.84,Loamy Soil,Rabi,Kutch,Low,Cumin
50,37,34,36.1,39.7,5.8,302.89,Sandy Soil,Kharif,Mehsana,Low,Bajra
36,35,31,25.35,70.32,5.74,669.21,Loamy Soil,Kharif,Amreli,Medium,Groundnut
44,39,23,31.03,51.79,7.02,492.26,Loamy Soil,Kharif,Anand,Low,Castor
57,37,32,35.98,42.95,6.6,277.77,Loamy Soil,Kharif,Ahmedabad,Low,Bajra
100,57,45,27.15,67.8,6.49,1009.29,Red Soil,Kharif,Mehsana,High,Maize
77,52,37,20.88,43.71,6.8,262.06,Black Soil,Rabi,Anand,Medium,Wheat
49,34,24,31.51,52.19,6.66,487.79,Loamy Soil,Kharif,Rajkot,Low,Castor
27,40,34,22.97,42.55,6.62,164.14,Black Soil,Rabi,Vadodara,Low,Gram
42,39,37,24.29,72.28,7.07,581.81,Black Soil,Kharif,Rajkot,Medium,Groundnut
68,35,29,31.75,43.09,6.18,290.83,Loamy Soil,Kharif,Jamnagar,Low,Bajra
85,54,45,25.74,62.71,6.41,760.21,Loamy Soil,Kharif,Mehsana,High,Maize
30,21,21,30.21,45.87,5.82,469.98,Loamy Soil,Kharif,Amreli,Low,Sesame
39,33,25,27.11,44.13,5.87,424.01,Loamy Soil,Kharif,Kutch,Low,Sesame
86,51,47,28.45,70.32,6.65,922.07,Alluvial Soil,Kharif,Anand,High,Maize
48,34,24,31.25,51.64,5.85,410.74,Sandy Soil,Kharif,Anand,Low,Castor
63,36,35,19.16,53.46,6.97,176.43,Loamy Soil,Rabi,Ahmedabad,Low,Mustard
46,37,28,29.71,54.13,7.09,428.41,Alluvial Soil,Kharif,Kutch,Low,Castor
62,43,21,20.45,55.76,6.35,174.8,Alluvial Soil,Rabi,Mehsana,Low,Mustard
43,38,29,24.32,36.17,7.04,133.67,Sandy Soil,Rabi,Banaskantha,Low,Cumin
35,27,30,20.04,36.02,6.36,105.48,Sandy Soil,Rabi,Banaskantha,Low,Cumin
87,49,40,26.55,74.6,5.34,817.4,Red Soil,Kharif,Anand,High,Maize
27,33,32,24.27,39.29,5.76,117.73,Alluvial Soil,Rabi,Jamnagar,Low,Cumin
38,29,25,30.62,47.98,6.49,404.95,Alluvial Soil,Kharif,Amreli,Low,Sesame
36,32,22,27.92,56.37,6.54,427.53,Sandy Soil,Kharif,Junagadh,Low,Sesame
93,57,36,26.41,73.45,6.4,839.31,Alluvial Soil,Kharif,Banaskantha,High,Maize
78,51,41,25.99,64.32,6.07,845.59,Red Soil,Kharif,Banaskantha,High,Maize
56,29,31,33.19,36.49,6.75,298.95,Sandy Soil,Kharif,Jamnagar,Low,Bajra
40,36,25,20.8,29.29,6.57,91.07,Alluvial Soil,Rabi,Kutch,Low,Cumin
55,36,29,32.97,39.47,6.14,258.46,Loamy Soil,Kharif,Mehsana,Low,Bajra
37,50,44,22.66,42.16,6.92,144.23,Black Soil,Rabi,Vadodara,Low,Gram
41,45,36,28.03,70.06,6.19,551.05,Black Soil,Kharif,Junagadh,Medium,Groundnut
30,32,24,21.97,34.49,6.46,81.39,Alluvial Soil,Rabi,Mehsana,Low,Cumin
42,43,30,27.63,45.09,6.2,176.98,Black Soil,Rabi,Ahmedabad,Low,Gram
42,34,21,30.54,54.82,6.58,489.41,Alluvial Soil,Kharif,Mehsana,Low,Castor
35,47,31,23.1,39.75,6.67,164.29,Black Soil,Rabi,Rajkot,Low,Gram
42,39,29,26.85,70.69,6.34,636.67,Sandy Soil,Kharif,Jamnagar,Medium,Groundnut
28,31,20,21.23,40.4,5.95,89.56,Alluvial Soil,Rabi,Banaskantha,Low,Cumin
32,25,27,33.23,47.23,5.72,402.08,Alluvial Soil,Kharif,Junagadh,Low,Sesame
33,30,26,27.74,56.51,6.69,385.88,Alluvial Soil,Kharif,Kutch,Low,Sesame
100,44,48,17.57,45.55,6.2,274.69,Alluvial Soil,Rabi,Banaskantha,Medium,Wheat
35,30,26,30.49,52.27,6.02,388.09,Alluvial Soil,Kharif,Rajkot,Low,Sesame
74,43,40,20.35,49.81,6.55,191.06,Black Soil,Rabi,Rajkot,Medium,Wheat
73,43,44,27.32,71.96,6.32,952.7,Red Soil,Kharif,Vadodara,High,Maize
35,29,32,25.86,37.19,6.35,83.65,Loamy Soil,Rabi,Banaskantha,Low,Cumin
98,46,52,32.25,63.6,5.55,896.29,Black Soil,Kharif,Bhavnagar,Medium,Cotton
58,45,32,20.2,48.04,6.39,154.03,Sandy Soil,Rabi,Mehsana,Low,Mustard
103,39,52,20.09,49.06,6.34,156.39,Black Soil,Rabi,Anand,Medium,Wheat
44,29,28,25.1,39.95,6.37,71.12,Alluvial Soil,Rabi,Kutch,Low,Cumin
88,49,40,19.16,47.0,5.88,186.0,Loamy Soil,Rabi,Mehsana,Medium,Wheat
54,24,36,35.42,43.83,7.24,224.0,Loamy Soil,Kharif,Ahmedabad,Low,Bajra
42,30,27,22.41,29.47,7.03,127.33,Sandy Soil,Rabi,Banaskantha,Low,Cumin
60,34,28,15.21,52.45,7.52,108.6,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
86,46,34,29.06,74.45,6.32,944.13,Red Soil,Kharif,Vadodara,High,Maize
55,28,27,32.91,43.22,6.65,212.78,Sandy Soil,Kharif,Banaskantha,Low,Bajra
54,35,34,37.49,41.01,5.82,267.2,Loamy Soil,Kharif,Jamnagar,Low,Bajra
75,37,42,21.66,47.67,6.64,209.27,Black Soil,Rabi,Mehsana,Medium,Wheat
34,32,25,27.75,46.77,6.43,418.98,Sandy Soil,Kharif,Kutch,Low,Sesame
55,22,24,32.35,55.99,6.12,389.9,Alluvial Soil,Kharif,Mehsana,Low,Castor
38,49,40,21.14,47.04,6.71,188.01,Clay Soil,Rabi,Junagadh,Low,Gram
33,52,27,18.63,41.26,6.72,172.84,Black Soil,Rabi,Ahmedabad,Low,Gram
35,50,45,22.75,44.1,5.79,166.63,Black Soil,Rabi,Ahmedabad,Low,Gram
35,45,35,26.24,80.0,6.51,657.1,Sandy Soil,Kharif,Rajkot,Medium,Groundnut
41,45,33,28.12,75.61,6.56,577.09,Black Soil,Kharif,Bhavnagar,Medium,Groundnut
53,39,31,18.72,49.91,6.98,155.77,Alluvial Soil,Rabi,Mehsana,Low,Mustard
28,53,37,23.69,44.57,6.25,170.48,Clay Soil,Rabi,Jamnagar,Low,Gram
92,46,45,19.29,45.22,6.47,208.04,Clay Soil,Rabi,Rajkot,Medium,Wheat
62,37,29,20.98,52.06,6.05,197.27,Alluvial Soil,Rabi,Mehsana,Low,Mustard
40,50,29,29.33,70.55,6.08,690.93,Black Soil,Kharif,Jamnagar,Medium,Groundnut
55,45,37,17.52,53.12,6.68,134.84,Loamy Soil,Rabi,Ahmedabad,Low,Mustard
101,45,47,29.64,70.15,6.16,934.19,Alluvial Soil,Kharif,Banaskantha,High,Maize
43,45,33,25.49,71.57,6.16,617.05,Black Soil,Kharif,Jamnagar,Medium,Groundnut
42,34,21,28.56,51.3,6.19,458.2,Sandy Soil,Kharif,Kutch,Low,Castor
27,31,28,24.6,39.76,5.99,103.28,Sandy Soil,Rabi,Kutch,Low,Cumin
67,36,34,18.03,52.44,6.53,164.92,Alluvial Soil,Rabi,Kutch,Low,Mustard
44,41,29,25.24,72.89,6.46,706.81,Black Soil,Kharif,Jamnagar,Medium,Groundnut
53,38,29,19.01,51.64,6.27,190.04,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
28,23,27,24.39,35.71,6.55,58.69,Sandy Soil,Rabi,Rajkot,Low,Cumin
57,25,29,32.25,37.53,7.11,268.8,Loamy Soil,Kharif,Banaskantha,Low,Bajra
59,25,37,33.98,44.34,5.13,173.49,Loamy Soil,Kharif,Banaskantha,Low,Bajra
68,39,31,20.55,53.33,6.94,161.6,Alluvial Soil,Rabi,Mehsana,Low,Mustard
91,46,44,29.11,65.35,5.99,899.26,Loamy Soil,Kharif,Banaskantha,High,Maize
87,48,36,28.22,70.71,6.13,824.67,Red Soil,Kharif,Anand,High,Maize
38,21,25,28.98,52.73,7.15,428.05,Loamy Soil,Kharif,Bhavnagar,Low,Sesame
87,51,43,25.78,71.83,6.7,886.0,Alluvial Soil,Kharif,Mehsana,High,Maize
103,43,43,20.49,47.17,6.54,115.99,Alluvial Soil,Rabi,Banaskantha,Medium,Wheat
54,44,24,18.86,51.72,5.5,212.95,Loamy Soil,Rabi,Mehsana,Low,Mustard
88,60,45,33.94,64.74,5.58,859.47,Black Soil,Kharif,Rajkot,Medium,Cotton
35,21,17,25.01,28.89,6.23,88.66,Alluvial Soil,Rabi,Mehsana,Low,Cumin
50,32,20,28.92,57.05,6.82,516.81,Sandy Soil,Kharif,Kutch,Low,Castor
98,39,39,18.3,51.64,6.37,118.61,Alluvial Soil,Rabi,Ahmedabad,Medium,Wheat
66,51,46,29.83,65.12,7.1,1009.63,Loamy Soil,Kharif,Mehsana,High,Maize
46,40,32,27.55,72.16,5.89,629.4,Black Soil,Kharif,Rajkot,Medium,Groundnut
63,39,34,36.91,35.64,6.16,240.8,Loamy Soil,Kharif,Ahmedabad,Low,Bajra
76,44,39,26.07,66.22,6.13,943.96,Loamy Soil,Kharif,Vadodara,High,Maize
39,23,25,28.04,50.94,5.67,443.19,Alluvial Soil,Kharif,Kutch,Low,Sesame
